Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),objective_function
   106,  1.8234e+02,  1.1667972822735771e-01, -1.1858396184263088e-01,  1.8189374814705897e-01,  2.1989016819491607e-02,  1.4845806427233449e-01,  9.5696972213398540e-02,  2.1299225744055614e-01,  1.5075454636893103e-02,  9.8811756750660459e-04
   107,  1.8391e+02,  1.1673915907927344e-01, -1.1861238114678503e-01,  1.8162176401410607e-01,  2.2128587857557488e-02,  1.4834213819568587e-01,  9.5787118203556967e-02,  2.1335703581948043e-01,  1.5208332306326039e-02,  9.8809556823393758e-04
   108,  1.8556e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809487980940840e-04
   109,  1.8713e+02,  1.1674164244502215e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809487988201243e-04
   110,  1.8869e+02,  1.1674162754386096e-01, -1.1864370484571977e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809487919096343e-04
   111,  1.9031e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156405316334409e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809487927719025e-04
   112,  1.9188e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192656814018153e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809487977441208e-04
   113,  1.9363e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836751649928584e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809488029902781e-04
   114,  1.9567e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775603661196737e-02,  2.1342318012642955e-01,  1.5250140517563879e-02,  9.8809487963608697e-04
   115,  1.9785e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342319502759075e-01,  1.5250140517563879e-02,  9.8809487996721359e-04
   116,  2.0016e+02,  1.1674162754386096e-01, -1.1864368994455858e-01,  1.8156403826218290e-01,  2.2192641912856959e-02,  1.4836750159812465e-01,  9.5775588760035543e-02,  2.1342318012642955e-01,  1.5250155418725073e-02,  9.8809487996303030e-04
   117,  2.0222e+02,  1.1673202806887752e-01, -1.1864673791852973e-01,  1.8158116927896853e-01,  2.2185469540068756e-02,  1.4833883653295069e-01,  9.5772735795325512e-02,  2.1340416646291616e-01,  1.5245257359623676e-02,  9.8809516331628002e-04
   118,  2.0436e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481955863115e-04
   119,  2.0600e+02,  1.1673948489147010e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481960027471e-04
   120,  2.0772e+02,  1.1673946999030890e-01, -1.1864659751321674e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481929894066e-04
   121,  2.0932e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156846090863193e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481960432854e-04
   122,  2.1091e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192417120652924e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481989904483e-04
   123,  2.1254e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4836001238998039e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481922888559e-04
   124,  2.1413e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775122377780436e-02,  2.1341935534224135e-01,  1.5249733028232248e-02,  9.8809481943421744e-04
   125,  2.1571e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341937024340255e-01,  1.5249733028232248e-02,  9.8809481958291967e-04
   126,  2.1726e+02,  1.1673946999030890e-01, -1.1864658261205555e-01,  1.8156844600747074e-01,  2.2192402219491730e-02,  1.4835999748881920e-01,  9.5775107476619242e-02,  2.1341935534224135e-01,  1.5249747929393442e-02,  9.8809481959441481e-04
   127,  2.1886e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475720900266e-04
   128,  2.2048e+02,  1.1673912731097780e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475775834144e-04
   129,  2.2204e+02,  1.1673911240981660e-01, -1.1864657385370367e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475757821990e-04
   130,  2.2363e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156891977839670e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475784848982e-04
   131,  2.2521e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191662440841364e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475733890374e-04
   132,  2.2679e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836211499513921e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475782752807e-04
   133,  2.2838e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776100807176898e-02,  2.1341955540183508e-01,  1.5249328570475961e-02,  9.8809475747484209e-04
   134,  2.3004e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341957030299627e-01,  1.5249328570475961e-02,  9.8809475740182823e-04
   135,  2.3163e+02,  1.1673911240981660e-01, -1.1864655895254247e-01,  1.8156890487723551e-01,  2.2191647539680170e-02,  1.4836210009397802e-01,  9.5776085906015704e-02,  2.1341955540183508e-01,  1.5249343471637155e-02,  9.8809475769260214e-04
   136,  2.3321e+02,  1.1673599985940226e-01, -1.1864503181057545e-01,  1.8156825263566290e-01,  2.2190864609619852e-02,  1.4835859297028686e-01,  9.5776364243872272e-02,  2.1341980769979180e-01,  1.5248648818728956e-02,  9.8809479203199220e-04
   137,  2.3477e+02,  1.1673839667206268e-01, -1.1864602427744340e-01,  1.8156859683998258e-01,  2.2191541987065449e-02,  1.4836130879433801e-01,  9.5775959683010004e-02,  2.1341956349648913e-01,  1.5249052412748683e-02,  9.8809476973884354e-04
   138,  2.3632e+02,  1.1673894838442572e-01, -1.1864642276484239e-01,  1.8156880797106470e-01,  2.2191631736162395e-02,  1.4836191706261223e-01,  9.5776031089590596e-02,  2.1341955358468281e-01,  1.5249229514716718e-02,  9.8809476073753689e-04
   139,  2.3788e+02,  1.1673907325029094e-01, -1.1864652912032196e-01,  1.8156887635115981e-01,  2.2191641950293110e-02,  1.4836205611308206e-01,  9.5776069833879707e-02,  2.1341955420733691e-01,  1.5249298976177711e-02,  9.8809475826838549e-04
   140,  2.3953e+02,  1.1673910287304719e-01, -1.1864655245775320e-01,  1.8156889672518470e-01,  2.2191645753597042e-02,  1.4836208936207182e-01,  9.5776081997133833e-02,  2.1341955455154810e-01,  1.5249320684495079e-02,  9.8809475777624466e-04
   141,  2.4111e+02,  1.1673911005726578e-01, -1.1864655744697546e-01,  1.8156890268883025e-01,  2.2191647063851683e-02,  1.4836209744540024e-01,  9.5776084999160516e-02,  2.1341955507042509e-01,  1.5249326571725109e-02,  9.8809475748937604e-04
   142,  2.4273e+02,  1.1673911182452870e-01, -1.1864655858599489e-01,  1.8156890431682227e-01,  2.2191647419098032e-02,  1.4836209943497397e-01,  9.5776085687197504e-02,  2.1341955530727161e-01,  1.5249328069674594e-02,  9.8809475741784580e-04
