       2       2      75    5625
  -7.000000000000E-002  -7.000000000000E-002
  -7.000000000000E-002  -6.810810810811E-002
  -7.000000000000E-002  -6.621621621622E-002
  -7.000000000000E-002  -6.432432432432E-002
  -7.000000000000E-002  -6.243243243243E-002
  -7.000000000000E-002  -6.054054054054E-002
  -7.000000000000E-002  -5.864864864865E-002
  -7.000000000000E-002  -5.675675675676E-002
  -7.000000000000E-002  -5.486486486486E-002
  -7.000000000000E-002  -5.297297297297E-002
  -7.000000000000E-002  -5.108108108108E-002
  -7.000000000000E-002  -4.918918918919E-002
  -7.000000000000E-002  -4.729729729730E-002
  -7.000000000000E-002  -4.540540540541E-002
  -7.000000000000E-002  -4.351351351351E-002
  -7.000000000000E-002  -4.162162162162E-002
  -7.000000000000E-002  -3.972972972973E-002
  -7.000000000000E-002  -3.783783783784E-002
  -7.000000000000E-002  -3.594594594595E-002
  -7.000000000000E-002  -3.405405405405E-002
  -7.000000000000E-002  -3.216216216216E-002
  -7.000000000000E-002  -3.027027027027E-002
  -7.000000000000E-002  -2.837837837838E-002
  -7.000000000000E-002  -2.648648648649E-002
  -7.000000000000E-002  -2.459459459459E-002
  -7.000000000000E-002  -2.270270270270E-002
  -7.000000000000E-002  -2.081081081081E-002
  -7.000000000000E-002  -1.891891891892E-002
  -7.000000000000E-002  -1.702702702703E-002
  -7.000000000000E-002  -1.513513513514E-002
  -7.000000000000E-002  -1.324324324324E-002
  -7.000000000000E-002  -1.135135135135E-002
  -7.000000000000E-002  -9.459459459459E-003
  -7.000000000000E-002  -7.567567567568E-003
  -7.000000000000E-002  -5.675675675676E-003
  -7.000000000000E-002  -3.783783783784E-003
  -7.000000000000E-002  -1.891891891892E-003
  -7.000000000000E-002   0.000000000000E+000
  -7.000000000000E-002   1.891891891892E-003
  -7.000000000000E-002   3.783783783784E-003
  -7.000000000000E-002   5.675675675676E-003
  -7.000000000000E-002   7.567567567568E-003
  -7.000000000000E-002   9.459459459459E-003
